1	495766
2	522619
3	489903
4	496860
5	501653
6	491121
7	492716
8	494199
9	490046
10	490715
11	488313
12	501985
13	496529
14	495245
15	496752
16	494564
17	521283
18	500201
19	501649
20	495896
21	496804
22	495687
23	496402
24	497761
25	498394
26	495008
27	496720
28	502129
29	494050
30	495628
31	495214
32	497795
33	496077
34	500127
35	495039
36	502630
37	500588
38	495751
39	498652
40	495339
41	494416
42	497433
43	496101
44	497799
45	501093
46	493884
47	498757
48	501073
49	500485
50	498689
51	496303
52	495402
53	494583
54	497271
55	502723
56	500569
57	496236
58	492078
59	499541
60	496675
61	497995
62	497987
63	496539
64	501152
65	498122
66	496883
67	500962
68	500682
69	495091
70	494775
71	502458
72	497411
73	494825
74	495437
75	495749
76	496650
77	504296
78	494644
79	494931
80	503617
81	497084
82	496168
83	502478
84	500052
85	498213
86	496389
87	500184
88	496964
89	496244
90	501201
91	499830
92	496907
93	494249
94	496898
95	495736
96	493375
97	503207
98	497013
99	492741
100	501901
101	495139
102	496131
103	500990
104	500908
105	501551
106	498193
107	496366
108	494643
109	498187
110	496942
111	501101
112	498737
113	496253
114	496415
115	496922
116	493808
117	495454
118	497595
119	495693
120	496282
121	501984
122	496440
123	496391
124	502487
125	496311
126	495717
127	496324
128	498748
129	496144
130	500969
131	497818
132	499133
133	497625
134	501587
135	496120
136	505579
137	503845
138	500014
139	499520
140	499798
141	501695
142	497216
143	498966
144	495780
145	502447
146	501201
147	500529
148	494923
149	497459
150	493634
151	496847
152	499490
153	498024
154	496913
155	500208
156	496958
157	498357
158	497485
159	498016
160	505200
161	496968
162	499325
163	495860
164	499758
165	501102
166	498880
167	498596
168	496646
169	500205
170	497224
171	495919
172	495454
173	497841
174	495262
175	498762
176	500360
177	494704
178	509244
179	500269
180	499211
181	497726
182	502033
183	494208
184	496769
185	499626
186	495248
187	503359
188	505498
189	506770
190	501688
191	506717
192	504120
193	501208
194	500530
195	499078
196	500477
197	511332
198	499468
199	504188
200	499859
201	500209
202	503581
203	502667
204	499524
205	503499
206	503816
207	505945
208	500006
209	499997
210	501956
211	500211
212	499126
213	500281
214	500577
215	502373
216	507111
217	501743
218	500501
219	505253
220	501823
221	496855
222	502925
223	502601
224	498892
225	502362
226	504387
227	502450
228	502640
229	501746
230	499924
231	504113
