1	77911
2	64400
3	68184
4	77589
5	64382
6	73617
7	75395
8	78843
9	62151
10	83741
11	69775
12	61977
13	83617
14	61278
15	85157
16	79282
17	98906
18	62176
19	60476
20	61043
21	78428
22	78166
23	75079
24	73483
25	80641
26	69131
27	64540
28	61454
29	60537
30	72007
31	60816
32	69413
33	60409
34	76699
35	59879
36	69816
37	60268
38	71020
39	74513
40	71984
41	68991
42	72057
43	75103
44	71759
45	68221
46	73477
47	60243
48	73968
49	59907
50	78082
51	60036
52	80732
53	75275
54	71675
55	72349
56	71226
57	71963
58	69821
59	75082
60	69323
61	60060
62	70639
63	73015
64	69526
65	60594
66	77390
67	68634
68	75047
69	68024
70	77526
71	79234
72	197195
73	61316
74	71539
75	74696
76	60533
77	60905
78	77934
79	93213
80	84006
81	62662
82	101604
83	61442
84	61115
85	69337
86	60399
87	71064
88	60587
89	92073
90	75918
91	63870
92	64044
93	68857
94	112910
95	68689
96	77463
97	75477
98	75002
99	78443
100	77081
101	71591
102	62713
103	78599
104	76987
105	79266
106	81925
107	79821
108	75381
109	73438
110	80280
111	76310
112	60951
113	81886
114	78000
115	74615
116	77706
117	84631
118	73874
119	72142
120	63023
121	61603
122	88099
123	72584
124	61730
125	70156
126	67517
127	77302
128	74498
129	82784
130	72756
131	80663
132	70109
133	66348
134	81010
135	81164
136	99936
137	61919
138	61055
139	72155
140	71122
141	72501
142	75864
143	71813
144	72806
145	78417
146	78057
147	77299
148	72641
149	79449
150	73295
151	74974
152	72739
153	79163
154	75668
155	78915
156	60703
157	82923
158	84263
159	80735
160	80545
161	68829
162	72181
163	63038
164	60972
165	75022
166	74529
167	60808
168	59656
169	75643
170	74061
171	74389
172	65131
173	81591
174	72295
175	71197
176	59950
177	68197
178	62388
179	60328
180	61515
181	72809
182	60023
183	67637
184	59985
185	71564
186	66956
187	74738
188	69695
189	75974
190	60377
191	79160
192	73681
193	74328
194	60385
195	74686
196	74080
197	75538
198	65854
199	75656
200	269638
201	62857
202	59993
203	82133
204	81074
205	79558
206	78156
207	71423
208	72212
209	60055
210	73125
211	62148
212	69426
213	69740
214	73094
215	73613
216	80425
217	78909
218	61247
219	79372
220	76013
221	73835
222	76660
223	64905
224	76750
225	79822
226	60688
227	81987
228	60995
229	69115
230	72843
231	79617
